,label,z1,z2
0,South America,0.876240611076355,-0.8836857080459595
1,South Asia,0.7810313701629639,-0.6272929310798645
2,North Asia,1.9028337001800537,1.286730170249939
3,South West Europe,1.2302385568618774,-0.6284353733062744
4,Africa,-2.822662830352783,-1.3784204721450806
5,North Asia,1.7504053115844727,-1.5431398153305054
6,North Asia,-0.21042755246162415,-3.913580894470215
7,North America,-0.6068428158760071,0.4876706600189209
8,North America,-2.475743055343628,-0.9327755570411682
9,North Asia,0.8183754682540894,-0.5100603103637695
10,Africa,-0.8705117106437683,-0.7282512784004211
11,North East Europe,1.5340991020202637,-1.0580593347549438
12,South West Europe,-2.9451780319213867,-1.0647069215774536
13,North Asia,-1.810341238975525,1.6595489978790283
14,Africa,1.4443941116333008,1.358567476272583
15,South America,-0.8862276673316956,-0.6928867697715759
16,Africa,2.5815422534942627,1.8740532398223877
17,West Asia,1.4479399919509888,-1.0970685482025146
18,Africa,2.5549991130828857,2.117685556411743
19,Africa,-0.9370976090431213,-0.5267102122306824
20,Central Europe,1.8451958894729614,-0.7860590219497681
21,South East Europe,1.766575574874878,0.7795420289039612
22,South America,-3.049924850463867,-1.1353336572647095
23,Central Europe,-1.4441906213760376,0.2362910658121109
24,North Asia,-0.535426914691925,-0.14600268006324768
25,Central Europe,-1.4597108364105225,0.08714984357357025
26,North Asia,2.470958948135376,2.6716537475585938
27,North America,-1.2499003410339355,-0.16280601918697357
28,West Asia,1.9964122772216797,3.1775684356689453
29,Central Europe,1.5620523691177368,-0.8818130493164062
30,North Asia,1.6691436767578125,0.1312376707792282
31,West Asia,0.9445000290870667,-1.0484652519226074
32,South West Europe,-3.041579008102417,-1.2026653289794922
33,South Asia,-2.922262191772461,-1.2122379541397095
34,West Asia,-1.8315386772155762,1.5865484476089478
35,North America,-1.4821724891662598,0.16702741384506226
36,North Asia,-1.0917493104934692,0.779912531375885
37,North Asia,-3.023813486099243,-1.1636631488800049
38,North Asia,1.0765334367752075,-1.1239773035049438
39,North Asia,-0.6740314960479736,-0.9571573734283447
40,Central Europe,2.04274582862854,-1.6970521211624146
41,North Asia,-0.7028892040252686,-0.9685271978378296
42,North Asia,-1.5771034955978394,1.5529638528823853
43,North Asia,-2.964693784713745,-1.1361210346221924
44,North Asia,-0.631727397441864,-0.8328498601913452
45,Central Asia,-1.2386151552200317,-0.18903489410877228
46,South Asia,1.873273491859436,-1.560542106628418
47,South Asia,1.816730260848999,-1.5754778385162354
48,South Asia,0.7315959334373474,-0.7742428183555603
49,South West Europe,1.4528210163116455,0.24323543906211853
50,North Asia,1.72079336643219,0.8276529312133789
51,North Asia,1.9650717973709106,0.3986900746822357
52,West Asia,-1.7141715288162231,1.6502710580825806
53,South America,0.6003069281578064,-3.710627794265747
54,Africa,-2.9914722442626953,-1.212730884552002
55,West Asia,1.6951485872268677,3.6010100841522217
56,South America,0.6932567954063416,-1.1429814100265503
57,North Asia,0.6486791372299194,-0.807953417301178
58,South West Europe,-0.7054076790809631,-0.9649554491043091
59,South West Europe,2.0258209705352783,0.4193410575389862
60,North Asia,1.0629900693893433,-1.1418761014938354
61,North America,-0.6111370325088501,0.13415449857711792
62,South America,1.5133448839187622,-0.9672962427139282
63,North Asia,-0.6425235271453857,-0.9056109189987183
64,North East Europe,1.8207613229751587,-1.4281113147735596
65,Africa,-2.8114964962005615,-1.1631436347961426
66,North Asia,0.49235230684280396,0.9645249247550964
67,South West Europe,-0.45926058292388916,-3.9318130016326904
68,South Asia,2.087862253189087,1.044530987739563
69,South Asia,1.1299046277999878,-0.04452590271830559
70,North Asia,2.3022732734680176,2.34360408782959
71,South Asia,1.5777300596237183,-1.1500214338302612
72,North America,-1.3384947776794434,-0.016510924324393272
73,North Asia,2.4132418632507324,-0.2657872140407562
74,South Asia,0.6645662188529968,-1.0236479043960571
75,South Asia,1.461467981338501,-1.3724535703659058
76,Africa,-1.4764961004257202,0.153465136885643
77,South Asia,0.7425586581230164,-1.0037094354629517
78,North America,-0.5405321717262268,0.6093468070030212
79,South America,2.2590506076812744,1.0861072540283203
80,North Asia,-1.1479027271270752,-0.15947410464286804
81,South Asia,2.110827922821045,-0.3785759508609772
82,North Asia,1.4506864547729492,1.3916256427764893
83,Central Asia,0.6757570505142212,-1.3384885787963867
84,South America,3.0129194259643555,0.7051039934158325
85,South America,0.4808530807495117,0.9771484136581421
86,South Asia,0.6839395761489868,-0.602073609828949
87,Africa,-2.8026387691497803,-1.2074702978134155
