,label,z1,z2
0,South West Europe,-1.0829347372055054,-0.6276410222053528
1,North America,0.4330710768699646,-0.6568783521652222
2,North Asia,0.21993249654769897,0.3643417954444885
3,Central Europe,1.632107138633728,-0.8339618444442749
4,North Asia,1.1217657327651978,-0.27640673518180847
5,North Asia,0.4165964722633362,0.9851541519165039
6,Africa,-1.1805999279022217,1.190716028213501
7,North Asia,-0.42186078429222107,1.2402631044387817
8,North Asia,0.10903110355138779,-0.9553751945495605
9,North East Europe,0.8102123141288757,0.3473002016544342
10,West Asia,0.07105719298124313,-0.9355567097663879
11,North America,-1.1201242208480835,-0.5282682180404663
12,North America,0.06695792078971863,-0.8067778944969177
13,Central Asia,0.2795255780220032,-0.5976637601852417
14,South West Europe,-1.2303636074066162,-0.43954211473464966
15,West Asia,-0.6937709450721741,1.1520453691482544
16,South America,0.11310738325119019,-0.7751248478889465
17,Africa,1.3833907842636108,-0.5172715783119202
18,South America,-0.7666154503822327,1.052267074584961
19,Africa,-1.0783154964447021,1.0624074935913086
20,Africa,-1.2894290685653687,-0.4313605725765228
21,North Asia,0.7092960476875305,1.1119458675384521
22,West Asia,1.4630801677703857,-0.7954617142677307
23,North Asia,1.7499557733535767,-0.24139177799224854
24,North Asia,-1.2881807088851929,-0.4525553584098816
25,South East Europe,-0.00574821513146162,-0.961054265499115
26,South East Europe,0.35099682211875916,1.1821503639221191
27,North Asia,0.06374353170394897,-0.887945294380188
28,North Asia,0.8005541563034058,-0.5114815831184387
29,North Asia,0.48403364419937134,1.130888819694519
30,North Asia,0.2141985297203064,-0.8912678956985474
31,South West Europe,1.0116512775421143,-0.278952956199646
32,North America,-1.212937355041504,-0.46623989939689636
33,South East Europe,-1.2554442882537842,-0.47627902030944824
34,Africa,-0.6674161553382874,1.2008445262908936
35,Africa,-0.7637243866920471,1.37302565574646
36,North Asia,0.3456786870956421,0.8644784688949585
37,South America,-1.0632048845291138,1.2826294898986816
38,West Asia,-0.9768540859222412,1.1473604440689087
39,North Asia,0.09478611499071121,-0.9430981874465942
40,North Asia,0.003916719928383827,0.5934194326400757
41,North Asia,-1.0528912544250488,1.2874815464019775
42,North Asia,-1.2561806440353394,-0.46805906295776367
43,North America,0.42169085144996643,-0.47219741344451904
44,North Asia,1.0909461975097656,-0.2903323769569397
45,South West Europe,0.9132333993911743,-0.2894805669784546
46,South West Europe,0.8946301937103271,-0.2591586112976074
47,West Asia,-0.08400516957044601,1.188143014907837
48,South West Europe,1.6053252220153809,-0.7156654000282288
49,Africa,-1.2612437009811401,-0.46488824486732483
50,South West Europe,-0.5967113971710205,1.2715950012207031
51,North Asia,1.1163179874420166,-0.3091081380844116
52,South Asia,0.3273701071739197,-0.541830837726593
53,North Asia,0.6740688681602478,1.100296974182129
54,North Asia,0.6689360737800598,0.2872317135334015
55,South America,0.04888056591153145,0.07152456790208817
56,North America,0.07290709018707275,-0.8035788536071777
57,Africa,0.661543071269989,1.0773192644119263
58,West Asia,1.1014026403427124,-0.4878405034542084
59,North Asia,0.2592465877532959,-0.5497790575027466
60,South Asia,1.3996249437332153,-0.6777241230010986
61,North Asia,-0.6466328501701355,-0.44471532106399536
62,North Asia,1.0478359460830688,0.9530065655708313
63,North Asia,-0.8948009014129639,1.3961405754089355
64,North Asia,0.7353149652481079,1.1202741861343384
65,North Asia,0.04481421038508415,-1.0766100883483887
66,North Asia,0.0422678142786026,-0.994556188583374
67,South America,-0.9206972122192383,-0.3557782769203186
68,North Asia,-0.9303101301193237,-0.4164614975452423
69,North Asia,0.04931117221713066,-0.8730759620666504
70,Africa,-0.944123387336731,1.2818052768707275
71,South West Europe,1.834369421005249,-0.23048709332942963
72,North East Europe,0.8979933857917786,0.15185055136680603
73,South Asia,-1.2727833986282349,-0.4617888331413269
74,South Asia,1.920640468597412,-0.9798506498336792
75,North Asia,-1.2535756826400757,-0.45348089933395386
76,South West Europe,1.7655020952224731,-0.298871248960495
